1025	-10.42	-54.02	1.09	0.64	40.12	1.37
1050	-10.79	-55.37	1.20	0.68	42.13	3.60
1075	-11.19	-56.72	1.11	0.61	44.15	5.83
1100	-9.68	-57.17	0.99	0.54	45.46	5.92
1125	-8.14	-57.61	0.86	0.46	46.77	6.00
1150	-7.59	-58.45	0.73	0.38	45.76	8.90
1175	-7.01	-59.28	0.78	0.40	44.74	11.79
1200	-5.60	-59.85	0.82	0.41	42.08	10.59
1225	-4.15	-60.40	1.21	0.60	39.41	9.39
1250	-1.33	-60.05	1.57	0.78	37.94	6.12
1275	1.42	-59.63	1.63	0.83	36.46	2.85
1300	1.78	-59.92	1.73	0.87	37.13	2.89
1325	2.14	-60.20	1.46	0.73	37.80	2.93
1350	1.38	-60.38	1.18	0.58	44.64	5.00
1375	0.61	-60.54	1.06	0.52	44.64	5.00
1400	1.90	-60.71	0.94	0.46	46.89	4.00
1425	3.21	-60.86	1.01	0.49	51.23	1.00
1450	5.12	-61.06	1.08	0.52	81.00	2.10
1475	7.06	-61.23	1.36	0.65	55.95	4.60
1500	8.17	-61.06	1.63	0.79	53.76	1.50
1525	9.27	-60.87	1.62	0.79	55.16	2.00
1550	8.68	-61.02	1.63	0.79	55.46	3.00
1575	8.09	-61.16	1.35	0.65	54.11	3.50
1600	8.38	-61.27	1.07	0.52	55.63	3.50
1625	9.07	-61.66	0.65	0.31	57.14	3.50
1650	9.60	-62.30	0.66	0.31	56.00	1.70
1675	10.28	-62.75	0.56	0.26	56.62	1.50
1700	10.90	-62.80	0.45	0.20	57.07	1.35
1725	12.45	-62.65	0.45	0.20	57.69	1.15
1750	13.20	-62.70	0.22	0.10	58.14	1.00
1775	13.45	-63.45	0.23	0.10	57.82	1.00
1800	14.00	-63.60	0.23	0.10	57.80	1.00
1825	14.20	-63.65	0.23	0.10	57.99	0.75
1850	14.50	-63.70	0.23	0.10	57.50	0.50
1875	14.45	-63.95	0.23	0.10	57.54	0.50
1900	15.30	-64.30	0.24	0.10	57.62	0.50
1925	16.71	-65.35	0.01	0.01	57.65	0.01
1950	19.25	-65.56	0.01	0.01	57.44	0.01
1975	20.74	-65.75	0.01	0.01	56.82	0.01
2000	21.87	-65.76	0.01	0.01	55.97	0.01
